rank,comp_ratio,comp_pct,rel_l2,max_abs,dense_us,tt_us
1-2-2-2-1,341.3333333333333,99.70703125,0.8852303401113419,1004.8046664038022,5.399924702942371,24.300010409206152
1-4-4-4-1,102.4,99.0234375,0.7183840504846538,976.3304755208409,5.399924702942371,27.399975806474686
1-8-8-8-1,28.444444444444443,96.484375,3.079896590398846e-15,4.064304448547773e-12,5.399924702942371,36.199926398694515
1-16-16-16-1,7.529411764705882,86.71875,2.5446072550141954e-15,4.206412995699793e-12,5.399924702942371,61.20000034570694
